Unnamed: 0,job_link,job_skills,Cluster
232,https://www.linkedin.com/jobs/view/aircraft-maintenance-technician-relocation-available-at-cybercoders-3745964787,"Aircraft Maintenance, Troubleshooting, Repair, Testing, Modification, Aircrafts components, Instruments, Control systems, Corporate aircraft, A&P certification, Airframe Powerplant License, Challenger, Lear, Dassault, Gulfstream, Bombardier, Technical manuals, Instructions, Blueprints, CFR Part 145.211, Competitive Compensation, Full Health Benefits, 401k plan, Industry Leader, Authorized to work in the U.S., Equal Opportunity Employer",5
233,https://www.linkedin.com/jobs/view/rn-icu-pcu-253057-at-artius-solutions-3793669564,"BLS/BCLS, ACLS, Critical Care, Nursing",5
234,https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3580095434,"Customer Service, Cash Handling, Cash Register Operation, Store Maintenance, Planogram Implementation, Mathematical Calculations, Oral Communication, Safety Compliance, Merchandising, Supervisory Experience, Facility Control, Vehicle Operation, Stocking, Cleaning, Lifting, Climbing, Driving",3
235,https://www.linkedin.com/jobs/view/aircraft-a-p-mechanic-iii-boeing-gulfstream-at-amentum-3751294179,"Aircraft Maintenance, FAA A&P Certificate, Flightline Driver's License, Cross Utilization Training (CUT), General Aircraft Maintenance, Jet Engine Maintenance, Pneudraulics Maintenance, Hand Tools, Special Tools, Test Equipment, Safety Requirements, Portable Firefighting Equipment, Schematic Diagrams, Drawings, Charts, Technical Publications, Troubleshooting Procedures, Component Replacement, Sheet Metal Repair, Structural Modification, Electrical Systems, Inspections, Preflight Inspections, ThruFlight Inspections, PostFlight Inspections, Phase Inspections, Aircraft Launches, Aircraft Recoveries, Ground Support Equipment Operation, Aircraft Ground Movement, Maintenance Records, IMDS Entries, Housekeeping, Tool Control, FOD Awareness, Safety",5
236,https://uk.linkedin.com/jobs/view/senior-architectural-technician-at-conrad-consulting-3730673842,"Architectural Technician, Vectorworks, Adobe Suite, Building Regulations, Clientfacing skills, Project running, Team management, HNC, HND, Degree",5
237,https://ca.linkedin.com/jobs/view/registered-nurse-intensive-care-unit-icu-kelowna-bc-potential-relocation-assistance-at-interior-health-authority-3799652353,"Registered Nurse, Intensive Care Unit (ICU), Patient care, Interdisciplinary team, Quality of life, Evidence based practice, Clinical competence, Hospital committees, Research projects, Critical Care nursing, Clinical skills, Communication skills, Professionalism, Teamwork, Trauma, Sepsis, Medical, Surgical, Orthopedic, Neurology, Thoracic, Vascular, Plastics, General",1
238,https://www.linkedin.com/jobs/view/teacher-grade-4-eoy-at-loudoun-county-public-schools-3679706588,"Elementary Education, Virginia Standards of Learning, LCPS curriculum, Assessment and Grading policy, Student behavior management, Collaboration with colleagues students parents and the community, Professional learning community participation, Bachelor's degree from accredited university, Virginia teaching license, Elementary content curriculum and methodology of effective teaching, Knowledge of current research and theory, Collaborative relationships, Oral and written communications skills, Physical Requirements",5
239,https://www.linkedin.com/jobs/view/holiday-temporary-sales-associate-calvin-klein-at-calvin-klein-3757495950,"Customer engagement, Suggestive selling, Product knowledge, Brand loyalty, Cashiering, Visual/marketing directives, Backstock organization, Company tools, Policies/procedures, Theft reporting, Communication skills, Time management skills, Physical ability, Retail experience, High school graduate/equivalent, Flexible schedule, Ability to walk/stand, Ability to bend/reach/squat, Ability to carry up to 20 pounds",1
240,https://www.linkedin.com/jobs/view/cardiac-anesthesiologist-wa-%24390-hr-at-practicelink-3784871505,"Anesthesiology, ACLS, PALS, WA license, CRNA",5
241,https://www.linkedin.com/jobs/view/early-head-start-teacher-at-ymca-of-greater-kansas-city-3797285890,"Early Childhood Development, Head Start Performance Standards, Curriculum Planning, Lesson Plan Development, Classroom Management, Child Observation and Assessment, Portfolio Maintenance, ParentTeacher Conferences, Home Visits, Family Engagement, StafftoChild Ratio Maintenance, Team Meetings and Trainings, Professional Development, Nutrition Education, Meal Service Participation, Child Abuse and Neglect Reporting, High School Diploma or GED, Infant/Toddler CDA or Training, Early Childhood Experience, College Credits in Early Childhood or Related Fields, Commitment to Child Care, Cultural Sensitivity",5
242,https://www.linkedin.com/jobs/view/a-p-mechanic-lead-mechanic-at-vale-group-3786861847,"Aircraft Maintenance, Business Jets, A&P Certification, Workflow Organization, Verbal and Written Communication, Analytical and Critical Thinking, Teamwork and Customer Service, Maintenance and Repair Execution, Collaboration, Task Assignment, Technical Data Management, Safety Standards Maintenance, Process Improvement, Supervisor Support",5
243,https://www.linkedin.com/jobs/view/case-manager-rn-case-management-emergency-department-full-time-1-0-fte-four-10-hr-nights-%2410-000-signing-bonus-at-stanford-health-at-health-ecareers-3795560253,"RN Case Manager, Discharge Planning, Patient Assessment, Quality Improvement, Utilization Review, Coordination of Care, ThirdParty Reimbursement, Education/Consultation, Lead Work, Bachelor's degree in nursing, Three years of experience",5
244,https://www.linkedin.com/jobs/view/rn-neuro-icu-full-time-7p-7-30a-at-emory-healthcare-emory-university-at-health-ecareers-3795544800,"Nursing, Critical Care Nursing, Synergy Model for Care, AACN Synergy Model, EvidenceBased Research, Interdisciplinary Team, Leadership, Charge Nurse, Preceptor, Cost Containment, Effective Listening, Conflict Resolution, Cultural Awareness, ProblemSolving, Professional Development, Data Analysis, Documentation, Quality Improvement, BLS Certification, ACLS Certification, Lifting, Carrying, Standing, Walking, Sitting, EyeHand Coordination, Bloodborne Pathogens, Biohazardous Waste, Chemicals, Gases, Fumes, Vapors, Communicable Diseases, Electrical Shock, Temperature Extremes, Indoor/Outdoor Conditions, Latex, Radiation, Shift Work, Personal Protective Equipment, Equal Employment Opportunity, NonDiscrimination, HarassmentFree Workplace",5
245,https://www.linkedin.com/jobs/view/sales-lead-salaried-at-republic-national-distributing-company-3803185302,"Account Management, Sales, Communication, Mathematical Skills, Reasoning Ability, Microsoft Office, Wine and Spirits Industry Knowledge, CSW/CSS Certification, Sake Specialist Certification, Court of Master Sommeliers Certification, WSET Certification, Customer Service, Negotiation, Analysis, Objection Handling, Sales Strategy, Distribution, Merchandising, Product Knowledge, Team Collaboration, Leadership, Problem Solving, Initiative, Adaptability, High School Diploma, Bachelor's Degree, Valid Driver's License, Clean DMV Record",4
246,https://www.linkedin.com/jobs/view/project-architect-at-hennebery-eddy-architects-inc-3803848922,"Architecture, Revit, Bluebeam, Adobe Creative Suite, LEED, Living Future, Project management, Hand sketching, Code and permitting, Sustainable design, Design, Visual presentation, Graphic presentation, Client relations, Consultant relations, Contractor relations, Architectural license, 6+ years experience",5
247,https://www.linkedin.com/jobs/view/outside-commercial-tire-sales-professional-at-shrader-tire-oil-3790091313,"Sales, Customer Service, Extreme Customer Service, Motivated, Highenergy, Motivation, Entrepreneurial Spirit, Critical Thinking Skills, Persuasiveness, Determination, Positive Energy, Drive for Success, Attention to Detail, Thirst for Learning, Communication Skills, Account Development, Prospecting, OrderTaking Calls, Sales Itinerary, Lead Generation, Customer Appointments, Sales Funnel, CRM, Credit Terms, Collection Problems, Account Maintenance, Product Knowledge, Advanced Product Knowledge, Manufacturer Reps, Business Partner, Commercial Tire Sales Experience, College Degree, Driver's License, US Work Eligibility, Vehicle Ownership, Travel Expenses Allowance",3
248,https://uk.linkedin.com/jobs/view/cnc-machinist-panavision-london-at-panavision-3802189659,"CNC Machining, Manual Lathes, Manual Mills, CNC Mills, CNC Lathes, CNC Programming, Milling Machines, Turning Machines, Fabrication, Engineering, Hurco Mills, Hurco Lathes, ProblemSolving, Attention to Detail, Reading Engineering Drawings, Interpreting Engineering Specifications, Mechanical Aptitude, G Codes, Conversational Programming, Computerised Maintenance Management Systems (CMMs), Teamwork, Accountability, Proactive Thinking, SelfMotivation, Enthusiasm, Independent Work, Task Completion, Controlled Work, Safe Work, Health and Safety, Working Under Pressure, Tight Deadlines, Changing Priorities, Follow Through, Prioritization, Workload Organization, Query Resolution, Problem Resolution, Error Reduction, Workable Solutions, Project Work",5
249,https://uk.linkedin.com/jobs/view/assistant-shop-manager-at-wenzel-s-the-bakers-ltd-3797271343,"Retail, Food Service, Customer Service, Team Leading, Supervising, Communication, Problem Solving, Training, Development, Shift Work, Food Production, Sandwich Production, Store Management, Store Operations",4
250,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-cinemark-3581256711,"Cinemark Guidelines, Management Accreditation Program, Safe Alcohol Service training, food handling training, Conflict Resolution, Communication, Organizational Skills, Time Management, Leadership, Customer Service, English, Basic Math Skills, Cash Handling, Interpersonal Skills, Team Work, Attention to Detail, Training",4
251,https://uk.linkedin.com/jobs/view/risk-control-technical-assistant-at-sompo-international-3785597117,"Risk Control, Global Markets Risk Control, Property and Casualty Insurance, Reinsurance, Microsoft Outlook, Excel, PowerPoint, Word, Jurisdiction Online, Mathematic Formulas, Data Analysis, Pivot Tables, Graphs, Charts, Technical Reports, Technical Safety, Research, Customer Satisfaction, Communication, Confidentiality, Time Management, Deadlines, Interpersonal Communication, English Fluency",4
252,https://uk.linkedin.com/jobs/view/rehabilitation-assistant-band-3-at-somerset-nhs-foundation-trust-3802260421,"Communication, Rehabilitation, Multidisciplinary Team, IT (General), Equipment Ordering, Microsoft Office Suite, Patient Care, Critical Thinking, Emotional Intelligence, Conflict Resolution, Time Management, Flexibility, Ability to work in a fastpaced environment, Strong work ethic",4
253,https://www.linkedin.com/jobs/view/customer-service-representative-pt-2nd-shift-at-circle-k-3782602881,"Customer service, Communication, Teamwork, Problemsolving, Retail experience, Cashiering experience, High school diploma or equivalent, Ability to stand or walk for up to 8 hours, Ability to lift and carry up to 30 pounds, Ability to push or pull with arms up to a force of 20 pounds, Ability to bend at the waist with some twisting, Ability to grasp reach and manipulate objects with hands",4
254,https://www.linkedin.com/jobs/view/salaried-assistant-mgr-koeller-st-oshkosh-at-cousins-submarines-inc-3641423590,"Restaurant management, Leadership, Team building, Customer service, Attention to detail, Inventory management, Open availability, Reliable vehicle, Valid driver's license (General Managers), High school diploma or equivalent, Some restaurant industry experience (preferred), Flexible scheduling, Medical benefits (fulltime employees), 401K with company match, PTO, Paid holidays, Paid maternity leave (salaried managers), Ongoing training opportunities, Online university of interactive classes",3
255,https://www.linkedin.com/jobs/view/assistant-general-manager-at-mcdonald-s-3756726780,"Employee Training, Food Safety, Inventory Management, Team Management, Kitchen Supervision, Food Quality Control, Food Safety, Cost Control, Menu Management, Hiring, Staff Scheduling, Sales Management, Profit Optimization, Customer Service, Guest Experience, Service Area Organization, Teamwork, HSD or GED, Passion for Helping and Serving Others, Leadership Experience, Motivation, Development of Others, Commitment to Excellence, Commitment to Safety, Strong Customer Service, Support Focus, Effective Communication, Anticipating Customer Needs, Problem Solving, DecisionMaking",3
256,https://www.linkedin.com/jobs/view/physician-assistant-general-surgery-at-barton-associates-inc-3799802537,"General Surgery, Urology, Neurology, Vascular Surgery, Gynecology, Epic EMR System, First Assist Surgeon",5
257,https://www.linkedin.com/jobs/view/neighborhood-engagement-consultant-at-suvida-healthcare-3802645063,"Sales, Marketing, Microsoft Office Suite (Excel Word Outlook), Zoom, WebEx, Client Relationship Management (CRM), Spanish, Active Listening, Communication, Negotiation, Prioritization, Flexibility, Teamwork",4
258,https://www.linkedin.com/jobs/view/senior-electrical-designer-engineer-at-exp-3449872063,"Electrical design, NEC, SKM Power Tools, AutoCAD, Revit MEP, P.E., Engineering calculations, Fault Current Studies, Coordination Studies, Arc Fault Studies, CAD floor plans, Electrical loads, Panel schedules, Voltage drop, Conductor sizing, Harmonics, Electrical specifications, Fire alarm devices, Equipment room sizes, Equipment selection, Vendor communication, Circuit breaker coordination, Project coordination, Correspondence distribution, Meeting minutes, Discipline manpower planning, Project Manager support, Hospitality Entertainment or Healthcare facilities experience, Architectural Engineering, Electrical Engineering, Registered P.E.",5
259,https://www.linkedin.com/jobs/view/part-time-assistant-manager-at-cinemark-3581254864,"Management, Customer Service, Communication Skills, Leadership, Conflict Resolution, Flexibility, Time Management, Organizational Skills, Attention to Detail, Lifting, Reaching, Walking, Standing, Food Handling Training, Safe Alcohol Service Training, Ability to Work Independently, Team Work, Attention to Detail, Physical Fitness",3
260,https://www.linkedin.com/jobs/view/volunteer-become-a-volunteer-teacher-with-the-red-cross%21-maine-at-american-red-cross-of-northern-new-england-3803982343,"Emergency preparedness, Disaster relief, CPR, Public speaking, Communications skills, Presentation skills, Curriculum development, Educational materials development, Training, Risk assessment, Crisis management, Community outreach, Public relations, Volunteer management, Administrative support, Social media, Fundraising, Leadership, Collaboration",5
261,https://www.linkedin.com/jobs/view/restaurant-assistant-manager-multiple-locations-needed-at-goodwin-recruiting-3794957991,"Leadership, Restaurant Management, Employee Management, Recruiting, Hiring, Onboarding, Performance Management, Training, Coaching, Customer Service, Employee Leadership, Diversity and Inclusion, FastPaced Environment, High School Diploma or GED, Bachelor's Degree (Preferred), Restaurant Manager Experience (24 years), P&L Management, Inventory Management, Food Ordering and Costing, Labor Management",3
262,https://www.linkedin.com/jobs/view/part-time-assistant-manager-at-cinemark-3581256693,"Communication, Leadership, Customer service, Conflict resolution, English proficiency, Cash handling, Food handling, Safety, Physical ability, Attention to detail, Time management, Team work, Flexible hours, Training, Policies and procedures, Cinemark Guidelines, Employee Relations Reporting Protocol",4
263,https://www.linkedin.com/jobs/view/housekeeper-part-time-dayshift-at-penn-medicine-lancaster-general-health-3804273955,"Housekeeping, Cleaning, Disinfection, Universal precautions, MSDS, Compactor recycling, Microsoft Windows, Attention, New learning, Memory, Problem solving, Reasoning, Creative thinking, Repetitive work, Working within tolerances, Communication, Interpersonal relations, Mops, Cleaning cloths, Vacuum, Compactor, Floor buffer, Floor machine, Telephone, Pager, Cart, Wringer, Bucket, Computer, Moderate lifting, Heavy lifting, Hearing, Vision, Bio hazardous Waste, Blood borne Pathogens, Chemicals, Moving/Rotating Machinery",5
264,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-cinemark-3581075919,"Management, Communication, Customer Service, Cleaning, Safety, Food Handling, Cash Handling, Conflict Resolution, Leadership, Training, Team Work, Time Management, Attention to Detail, English Comprehension, Ability to work independently, Ability to work in a team environment, Ability to take and follow direction, Ability to carry push and pull objects, Ability to work in a standing position for extended periods, Ability to work in a noisy environment",4
265,https://www.linkedin.com/jobs/view/machine-builder-electrical-assembler-for-second-shift-pay-up-to-%2423-hour-at-aerotek-3805225697,"Machine Builder, Electrical Assembler, Assembly, Plumbing, Mechanical, Dexterous Movements, Workplace Safety, Product Quality, Component Assembly, HandEquipment Coordination, Equipment Maintenance, Blueprint Reading, Power Tools, Jigs, Fixtures, Manufacturing Assembly, Second Shift, Afternoon Shift, Shift Differential, MondayFriday, PeopleFocused Approach, Recruiting, Staffing Services, Talent Solutions, Equal Opportunity Employer",5
266,https://www.linkedin.com/jobs/view/assistant-general-manager-at-mcdonald-s-3756726838,"Employee Training, Food Safety, Inventory Management, Delegation, Restaurant Performance, Quality Standards, Kitchen Operations, Food Quality, Food Safety, Cost Control, New Menu Items, Hiring, Training, Scheduling, Sales Goals, Profit Goals, Guest Experience, Customer Service, Teamwork, Communication, Decision Making, HSD, GED, Leadership, Motivation, Development, US Military Service, Commitment to Excellence, Safety, Strong Customer Service, Anticipate Customer Needs",4
267,https://www.linkedin.com/jobs/view/assistant-general-manager-5k-sign-on-bonus-at-dave-buster-s-inc-3793249286,"Team Leadership, Restaurant Management, Guest Experience, Staff Training, Sales Management, People Management, Budget Management, Financial Analysis, Communication, Customer Service, ProblemSolving, Adaptability, Flexibility, Enthusiasm, Positive Energy, Motivation, Delegation, Conflict Resolution, Time Management, Decision Making, Teamwork, Leadership, Innovation, Strategic Thinking, Culinary Skills, Data Analysis, Team Building, Coaching, Training, Employee Development, Scheduling, Inventory Management, Compliance, Regulatory Knowledge",4
268,https://www.linkedin.com/jobs/view/architectural-bim-manager-at-stantec-3650293033,"BIM, Revit, AutoCAD, Bluebeam, Navisworks, Newforma, Sketchup, dRofus, Unifi, Procore, Microsoft Office 365 Suite, Visio, Project, Autodesk products, AutoCAD, Revit, Navis Manage, BIM 360, BIM 360 Field, Expert level knowledge, Communication, Customer service, Detailoriented, Organized, Teamwork, Initiative, 4year degree or equivalent experience, Minimum of 7 years of experience in AE industry, 5 years experience with BIM technologies and process, 3 years of management experience",4
269,https://www.linkedin.com/jobs/view/assistant-solicitor-at-york-county-south-carolina-3789009514,"Law, Criminal Law, Legal Writing, Courtroom Procedure, Legal Research, Legal Strategies, Trial Preparation, Public Speaking, Legal Ethics, Case Management, Trial Advocacy, Legal Brief Writing, Witness Preparation, Evidence Presentation, Jury Selection, Sentencing Guidelines, Legal Motions, Statutory Interpretation, Constitutional Law, State Law, Federal Law, Criminal Justice System, Legal Databases, Legal Software, Legal Research Tools, Legal Forms, Legal Precedents, Court Records, Legal Resources, Legal Contracts",5
270,https://www.linkedin.com/jobs/view/membership-growth-consultant-bilingual-at-better-health-group-3802519064,"Marketing, Project Management, Communications, Campaign Development, Event Planning, Interpersonal Skills, Critical Thinking, Problem Solving, Bilingual English/Spanish, Organization, Travel, Compensation, Benefits, CRM Platform, Lead Generation, Sales/Membership",5
271,https://uk.linkedin.com/jobs/view/technical-manager-information-solutions-central-region-at-roche-3806513519,"Line management, Troubleshooting, Scientific data, Analytical thinking, IVD industry, Implementing bestinclass support, Pathology Laboratory knowledge, Change management, Customer Centricity, VACC leadership principles, Creative leadership, Collaboration, Product training, Continuous skill development, Teamwork, Innovation",5
272,https://www.linkedin.com/jobs/view/supply-chain-solutions-delivery-lead-at-ryder-system-inc-3798010296,"IT solution delivery, Business requirements analysis, Solution design and architecture, Test planning and execution, Project management, Requirements management, Stakeholder management, Change management, Communication skills, Problemsolving skills, Analytical skills, Documentation skills, Clientfacing skills, Initiative, Bachelor's degree in IT management supply chain management computer science engineering accounting business or related field, 3+ years of IT solution delivery or implementation experience, 2+ years of Transportation Management and/or Distribution Management Technology experience, 2+ years of Supply Chain Management experience with 3PL/4PL preferred",1
273,https://www.linkedin.com/jobs/view/assistant-associate-professor-of-music-education-at-montclair-state-university-3716409589,"Music Education, Teaching, Choral/Vocal Music, Instrumental Music, Social Justice, Research, Publication, Supervision, Diversity, Equity, Inclusion, Community Music, Artist Diploma, Performer's Certificate, Jazz Studies, Arts Management, Cultural Programming, Broadcast Operations, Music Performance, Music Therapy, Theory/Composition, R2 Research, Doctoral Institution, Undergraduate, Graduate, Baccalaureate Programs, Equal Opportunity, Affirmative Action, Title IX, 34 C.F.R. 106 Policy, Discrimination",5
274,https://www.linkedin.com/jobs/view/store-operations-assistant-manager-full-time-at-charlie-hustle-clothing-co-3785005106,"Store Operations Management, Inventory Management, Customer Experience, Employee Morale Management, Quality Control, Staff Supervision, Expenditure Management, Inventory Transfers, Customer Acquisition, Sales Promotion, POS Systems, Shopify, ApparelMagic, AirTable, Google Suite, Retail Management, Communication Skills, Interpersonal Skills, Time Management, Organizational Skills, Customer Focus, High Energy, Leadership, Adaptability",1
275,https://www.linkedin.com/jobs/view/assistant-maintenance-manager-at-bozzuto-3767844115,"HVAC, Electrical, Plumbing, Appliance repair, Carpentry, Drywall, Painting, Microsoft Office Suite, OSHA, MSDS, Risk management, EPA, NAPE, Communication skills, Leadership, Supervision",1
276,https://www.linkedin.com/jobs/view/pediatrician-needed-in-central-michigan%21-can-sponsor-j1visa-waiver%21-at-born-bicknell-inc-3578830971,"Healthcare, Administrative, Clinical, Compensation, Benefits, Signon bonus, Lifestyle, Quality of life, University town, Amenities, Midwest",5
277,https://www.linkedin.com/jobs/view/nurse-rn-emergency-medicine-coos-bay-oregon-at-solomon-page-3798682842,"Registered Nurse, Patient Care, Communication skills, Problem solving skills, Active listening, Reading comprehension, Writing skills, Speaking skills, Empathy, Compassion, Teamwork, Patience, Ability to stand for long periods of time",1
278,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-cinemark-3680952947,"Customer service, Time management, Communication, Conflict resolution, Training, Leadership, Teamwork, Problemsolving, Adaptability, Attention to detail, Basic math skills, Safe Alcohol Service training, Management Foundations, Annual Certifications, MAP Core, Management Accreditation Program, Food handling training",4
279,https://au.linkedin.com/jobs/view/assistant-restaurant-manager-taco-bell-ellenbrook-at-taco-bell-australia-3798915141,"Customer service, Supervisory role, Leadership role, Quick Service Restaurant (QSR) experience, Hospitality experience, Food preparation and handling, Kitchen management, Team management, Ability to create a positive work environment, Ability to work in a fastpaced environment, Ability to handle stress, Ability to work weekends and holidays, Ability to work flexible hours, Ability to meet KPI's, Ability to deliver exceptional customer experiences, Ability to support the greater leadership team, Ability to contribute ideas and suggestions to improve restaurant operations, Ability to learn and develop",3
280,https://www.linkedin.com/jobs/view/head-start-classroom-assistant-at-seattle-public-schools-3726629702,"Classroom management, Child Development, Communication, Team Work, Physical fitness, Child care, First Aid, CPR certification, Food handler's permit, TB test, Driver's license, Fingerprint and background clearance, High school diploma, Training in early childhood education, Experience in early childhood education, Familiarity with Head Start Performance Standards, Familiarity with SPS Head Start Program design, Knowledge of program policies",5
281,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-universidade-de-mogi-das-cruzes-3691437784,"Customer service, Time management, Organizational skills, Conflict resolution, Team work, Leadership, Communication, English proficiency, Safety and security, Cleaning and sanitation, Food handling, Health card/permit, Safe alcohol service, High school or GED, Physical strength, Attention to detail",4
282,https://uk.linkedin.com/jobs/view/general-catering-assistant-at-the-hill-3796091216,"Basic foodhandling skills, Professionalism, Positive outlook, Ability to work while standing, Ability to estimate food requirements, Sanitisation, Cleaning, Customer service, Communication, Food preparation, Food serving, Food handling, Teamwork, Problemsolving, Time management, Attention to detail, Flexibility, Active listening, Health and safety",4
283,https://uk.linkedin.com/jobs/view/energy-economist-power-networks-transaction-advisory-at-ghd-3717698324,"Energy Economics, Transaction Advisory, Power Networks, Due Diligence, Merger Acquisition, Investment Analysis, Feasibility Assessment, Economic Analysis, Modeling, Forecasting, Data Analytics, Financial Modeling, Deal Structuring, Project Finance, Regulatory Analysis, Optimization, Efficiency Improvement, Sustainability, Climate Change, Energy Transition, Renewable Energy, Industry Software, Data Analysis Tools, Power BI, Tableau, Advanced Excel, Programming Languages, SQL, Python, R, MATLAB, Industry Certifications, CFA, CPA, CPE, Team Collaboration, Communication Skills, Analytical Skills, ProblemSolving Skills, Research Skills, Energy Markets, Energy Policy, Energy Regulations",1
284,https://www.linkedin.com/jobs/view/engineering-associate-at-kanpak-llc-3788215709,"Engineering, Aseptic Technology, Beverages, Creamers, Yogurt, Frozen Desserts, Specialty Beverages, Aseptic Processing, Packaging, Microsoft Office Suite, Data Collection, Microsoft Excel, Spreadsheet, Google Sheets, Smartsheet, Meeting Planning, Scheduling, Associate's Degree, Bachelor's Degree, Paid Leave, Paid Holiday, Paid Jury Duty, Paid Bereavement, Comprehensive Benefits Package, Medical Insurance, Dental Insurance, Vision Insurance, Disability Insurance, Health Reimbursement Account, Dependent Care Reimbursement Account, Employee Assistance Program, Insurance, Accident Insurance, Legal Insurance, Life Insurance, Retirement Plan, Education Reimbursement, Virtual Courses, Classroom Development",5
285,https://www.linkedin.com/jobs/view/behavioral-health-consultant-bilingual-at-northwest-human-services-inc-3627403012,"Behavioral Health Consulting, Mental Health Interventions, Dual Diagnosis Treatment, DSM IVTR, DSM V, ICD10, Brief Therapy, Warm Handoffs, SBIRT, PHQ, Care Coordination, Collateral Contact, Community Contact, Continuing Education, Employee Healthy Living Program, Malpractice Liability Insurance, CME Reimbursement, License Renewals, DEA Renewals, Board Certification Renewals, HPSA Score, Primary Care, Dental, Mental Health, Criminal Records Check, Equal Opportunity Employer",5
286,https://www.linkedin.com/jobs/view/merchandising-service-associate-plant-service-lead-at-lowe-s-companies-inc-3791569840,"Customer service, Merchandising, Communication, Teamwork, Attention to detail, Problemsolving, Safety, Equipment operation, Computer skills, Basic arithmetic, Webbased programs, Nursery experience, Product merchandising, Power equipment operation, Basic tools",4
287,https://www.linkedin.com/jobs/view/outside-sales-representative-at-bakemark-3793840571,"Sales, Negotiation, Budget Management, Sales Planning, Account Management, Lead Generation, Territory Management, Product Knowledge, Consultative Selling, Product Demonstration, Pricing, Margin Management, Bilingual, College Degree, Technical School Certificate, Bakery Experience, Route Sales Experience",5
288,https://www.linkedin.com/jobs/view/fitments-injection-molding-operator-at-sig-group-3745177884,"Mold changes, Troubleshooting, Mold Quality, Processing of molds, Pulling tips, Freezing cavities, Temperature control, Cold startup & shut down, Changeovers, Preventive maintenance, Material issuance, Resin inspection, Resin/colorant logging, Inventory management, Digital/Caliper hand measurements, Level 1 and level 2 duties, Operator paperwork verification, SOC verification, Process improvement suggestions, Coordinate measuring machine (CMM) operation, Employee training, Forklift certification, Microsoft Word, Microsoft Excel, Virtual Client, Visual inspection, Technical material reading and application, Print specifications, Problem solving, Teamwork, Communication, Data analysis, Continuous improvement, Adaptability, High school diploma or G.E.D",4
289,https://www.linkedin.com/jobs/view/institutional-client-management-consultant-at-captrust-3797957903,"Client Management, Financial Advisors, CRM, MS Office Suite, Word, PowerPoint, Outlook, Teams, Excel, 401(k), 403(b), NonQualified, Defined Benefit, Investment Management, Fund Lineup, Total Portfolio, Employee Benefits, 401(k), Employee Ownership, Brick Bonus, Health Coverage, Virgin Pulse Wellness Platform, Financial Planning, Collaboration, Verbal Communication, Written Communication, Complex Information, Urgency, Problem Solving, Community Involvement, Integrity, Objectivity, Diversity, Inclusion, Authenticity, Respect, Support, Harassment, Discrimination",5
290,https://www.linkedin.com/jobs/view/phc-pharmacy-technician-at-missoula-county-3744099274,"Medical Terminology, Pharmacy Laws, Medicare Part B, 340B Pricing, FQCHCs Regulations, Business English, Grammar, Spelling, Punctuation, HIPAA Compliance, PHC Corporate Compliance Guidelines, Computer Data Entry, QSI Pharmacy System, English Communication, Mathematical Calculations, Confidentiality, DecisionMaking, Interpersonal Skills, Insurance Billing, Teamwork, Pharmacy Technician License, Immunizations, Tuberculosis Test, Typing, Multitasking, Mental Concentration, Lifting, Medical Benefits, Dental Coverage, Vision Coverage, Retirement System, Sick Leave, Vacation Leave, Holidays, Parental Leave, Tuition Assistance",5
291,https://www.linkedin.com/jobs/view/assistant-associate-professor-lecturer-in-the-department-of-entrepreneurship-and-strategy-at-university-of-utah-3736534980,"Assistant Professor, Associate Professor, Professor (Lecturer), Teaching, Entrepreneurship, Strategy, Research, Writing, Leadership, Communication, Collaboration, Diversity, Inclusion, Equity, Accessibility, Reasonable accommodations, Disability, Nondiscrimination, Affirmative Action, Equal Opportunity, Title IX, Sexual harassment, Sexual misconduct, Hate crimes, Postretirement rules, Criminal background check, Drug screen, Immunizations, Safety, Security",4
292,https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3580095821,"Customer service, Cashier operations, Merchandising (stocking rotating), Cleaning and maintenance, Planogram implementation, Retail operations, Cash handling, Safety procedures, Communication, Mathematical skills, High school diploma, Supervisory experience, Physical stamina, Driving",3
293,https://www.linkedin.com/jobs/view/physical-therapist-assistant-prn-at-meraki-rehab-partners-3627036109,"Patient Care, Therapy Services, Physical Therapy, Occupational Therapy, Speech Therapy, Physical Therapist Assistant, Treatment Planning, Patient Education, Documentation, Billing, Insurance, Medical Terminology, Rehabilitation, Progress Notes, Discharge Summaries, Monthly Reports, Patient Communication, Family Communication, Physician Communication, Teamwork, Continuing Education, CPR Certification, Licensure, Certification, Associate of Arts in Physical Therapy Assistant, Vietnamese Language, Experience in Residential/ Assisted Living or Skilled Nursing Facility, Experience in Physical Therapy Assistant Program",5
294,https://www.linkedin.com/jobs/view/business-operations-analyst-at-citizens-business-bank-3790671858,"Data analysis, Reporting, Microsoft Office, Microsoft Excel, Business analysis, Financial analysis, Project management, Process optimization, Business intelligence, PowerBI, Adobe Acrobat DC, Adobe Reader DC, Multitasking, Organizational skills, Analytical skills, Problem Solving",5
